,utterance_id,turn_id,chat_id,datetime,user_utterance,valence,label,sublabel,bot_action,bot_datetime,bot_utterance,user_rating,user_rating_explanation,valence_new,label_new,sublabel_new,user_utterance_english,bot_utterance_english,Contained technical issue
43,44,9,4.0,2023-08-07 15:57:05.334656,"Nein, ich kann mich dann nicht zurückhalten",Follow/Neutral,,,Amplified,2023-08-07 15:57:15.052989,"Es scheint also, dass du in solchen Situationen Schwierigkeiten hast, dich zurückzuhalten. Was sind die spezifischen Aspekte dieser Situationen, die es dir schwer machen, dich zurückzuhalten",gut/hilfreich,,Follow/Neutral,,,"No, I can't hold back then",So it seems that in such situations you have difficulty holding yourself back. What are the specific aspects of these situations that make it difficult for you to hold yourself back?,0.0
44,45,1,6.0,2023-08-07 15:57:14.055397,start,Follow/Neutral,,,,2023-08-07 15:57:15.861812,"Hallo! Ich bin MIcha, dein Motivations-Chatbot. 
                            Mein Ziel ist es, dir dabei zu helfen, dein Verhalten zu reflektieren und dich dabei zu unterstützen dir einen Plan für deine Verhaltensänderung zu erarbeiten. 
                            Bitte denke über meine Fragen genau nach und sieh sie vorwiegend als Gedankenanstöße, die dich mental näher an dein Ziel bringen. 
                            Ich bin nicht dafür da, dir Tipps oder Handlungsempfehlungen zu geben, sondern dafür, dir über deine Beweggründe und Werte klar zu werden. 
                                
                            Über welche Verhaltensänderung möchtest du heute sprechen?",,,Follow/Neutral,,,Start,"Hi! I'm MIcha, your motivational chatbot. My goal is to help you reflect on your behavior and help you develop a plan for your behavioral change. Please think carefully about my questions and see them primarily as thought impulses that bring you mentally closer to your goal. I'm not here to give you tips or recommendations for action, but to get clear about your motives and values. What behavioral change do you want to talk about today?",0.0
45,46,1,7.0,2023-08-07 15:57:29.270026,start,Follow/Neutral,,,,2023-08-07 15:57:31.100727,"Hallo! Ich bin MIcha, dein Motivations-Chatbot. 
                            Mein Ziel ist es, dir dabei zu helfen, dein Verhalten zu reflektieren und dich dabei zu unterstützen dir einen Plan für deine Verhaltensänderung zu erarbeiten. 
                            Bitte denke über meine Fragen genau nach und sieh sie vorwiegend als Gedankenanstöße, die dich mental näher an dein Ziel bringen. 
                            Ich bin nicht dafür da, dir Tipps oder Handlungsempfehlungen zu geben, sondern dafür, dir über deine Beweggründe und Werte klar zu werden. 
                                
                            Über welche Verhaltensänderung möchtest du heute sprechen?",,,Follow/Neutral,,,Start,"Hi! I'm MIcha, your motivational chatbot. My goal is to help you reflect on your behavior and help you develop a plan for your behavioral change. Please think carefully about my questions and see them primarily as thought impulses that bring you mentally closer to your goal. I'm not here to give you tips or recommendations for action, but to get clear about your motives and values. What behavioral change do you want to talk about today?",0.0
46,47,2,6.0,2023-08-07 15:57:48.29457,Ich möchte weniger prokrastinieren,change,Reason,desire,,2023-08-07 15:57:50.074046,"Du möchtest also weniger prokrastinieren. Kannst du mir etwas darüber erzählen, warum dir diese Veränderung wichtig ist?",,,change,Reason,desire,I want to procrastinate less,So you want to procrastinate less. Can you tell me something about why this change is important to you?,0.0
47,48,10,4.0,2023-08-07 15:57:52.296565,Fleisch und Bier schmecken einfach zu gut,sustain,Reason,General Reason,Summary,2023-08-07 15:57:57.937685,"Lass mich unser bisheriges Gespräch zusammenfassen. Du genießt also Fleisch und Bier sehr und das macht es dir schwer, dich zurückzuhalten. Wie könntest du dir vorstellen, damit umzugehen Habe ich noch etwas vergessen?",gut/hilfreich,,sustain,Reason,General Reason,Meat and beer simply taste too good,Let me sum up our conversation so far. So you enjoy meat and beer a lot and that makes it hard for you to hold back. How could you imagine how to deal with it Did I forget something else?,0.0
48,49,1,8.0,2023-08-07 15:58:12.946597,start,Follow/Neutral,,,,2023-08-07 15:58:14.619916,"Hallo! Ich bin MIcha, dein Motivations-Chatbot. 
                            Mein Ziel ist es, dir dabei zu helfen, dein Verhalten zu reflektieren und dich dabei zu unterstützen dir einen Plan für deine Verhaltensänderung zu erarbeiten. 
                            Bitte denke über meine Fragen genau nach und sieh sie vorwiegend als Gedankenanstöße, die dich mental näher an dein Ziel bringen. 
                            Ich bin nicht dafür da, dir Tipps oder Handlungsempfehlungen zu geben, sondern dafür, dir über deine Beweggründe und Werte klar zu werden. 
                                
                            Über welche Verhaltensänderung möchtest du heute sprechen?",,,Follow/Neutral,,,Start,"Hi! I'm MIcha, your motivational chatbot. My goal is to help you reflect on your behavior and help you develop a plan for your behavioral change. Please think carefully about my questions and see them primarily as thought impulses that bring you mentally closer to your goal. I'm not here to give you tips or recommendations for action, but to get clear about your motives and values. What behavioral change do you want to talk about today?",0.0
49,50,7,5.0,2023-08-07 15:58:21.793774,Indem ich mir ein Ernährungsplan zusammenstelle und den auch befolge.,change,Taking Steps,,,2023-08-07 15:58:28.955652,"Das klingt nach einem hervorragenden Plan! Wie wirst du sicherstellen, dass du deinen Ernährungsplan befolgst",gut/hilfreich,Passend zu meinem Text.,change,Taking Steps,,By putting together and following a diet plan.,That sounds like an excellent plan! How will you make sure you follow your diet plan?,0.0
50,51,11,2.0,2023-08-07 15:58:27.495712,nein,Follow/Neutral,,,Next Steps,2023-08-07 15:58:29.446888,Verstanden! Bitte verrate mir abschließend nochmal was dein nächster Schritt konkret sein wird.,gut/hilfreich,Konkrete Handlungsaufforderung könnte hilfreich sein,Follow/Neutral,,,yes,Please tell me again what your next step will be concrete.,0.0
51,52,3,6.0,2023-08-07 15:58:31.471164,"Weil sie mich daran hindert, Sachen zu erledigen und mich danach entspannen zu können.",Follow/Neutral,,,,2023-08-07 15:58:35.128002,Wie bereit bist du auf einer Skala von 0 (überhaupt nicht) bis 10 (sehr) diese Veränderung durchzuführen?,,,Follow/Neutral,,,Because she prevents me from doing things and relaxing after that.,How ready are you to perform this change on a scale from 0 (not at all) to 10 (very)?,0.0
52,53,2,8.0,2023-08-07 15:58:42.506176,Ich möchte mich gesünder ernähren,change,Reason,desire,,2023-08-07 15:58:44.084864,"Du möchtest also gesünder essen. Kannst du mir etwas darüber erzählen, warum dir diese Veränderung wichtig ist?",,,change,Reason,desire,I want to eat healthier,So you want to eat healthier. Can you tell me something about why this change is important to you?,0.0
53,54,4,6.0,2023-08-07 15:58:45.978245,8,Follow/Neutral,,,,2023-08-07 15:58:47.717638,Eine 8. Du stehst dieser Veränderung also insgesamt positiv gegenüber. Kannst du mir etwas mehr über diese Einschätzung sagen? Warum hast du keinen höheren oder niedrigeren Wert angegeben?,,,Follow/Neutral,,,8,An 8. So you're positive about this change overall. Can you tell me a little more about this assessment? Why didn't you give a higher or lower value?,0.0
54,55,2,7.0,2023-08-07 15:58:50.279529,Ich möchte mich gesünder ernähren,change,Reason,desire,,2023-08-07 15:58:52.038111,"Du möchtest also gesünder essen. Kannst du mir etwas darüber erzählen, warum dir diese Veränderung wichtig ist?",,,change,Reason,desire,I want to eat healthier,So you want to eat healthier. Can you tell me something about why this change is important to you?,0.0
55,56,11,4.0,2023-08-07 15:58:54.297379,Nein das war alles,Follow/Neutral,,,Next Steps,2023-08-07 15:58:55.954714,Verstanden! Bitte verrate mir abschließend nochmal was dein nächster Schritt konkret sein wird.,gut/hilfreich,,Follow/Neutral,,,"No, that's all.",Please tell me again what your next step will be concrete.,0.0
56,57,12,2.0,2023-08-07 15:59:14.498595,Mir einen Termin zu setzen,Follow/Neutral,,,Goodbye,2023-08-07 15:59:16.513007,"Vielen Dank für deine Offenheit in unserem Gespräch. 
                            Ich hoffe es hat dir dabei geholfen, deinem Ziel zumindest gedanklich etwas näher zu kommen.",,,Follow/Neutral,,,To set an appointment for me,Thank you for your openness in our conversation. I hope it helped you at least to get a little closer to your goal.,0.0
57,58,8,3.0,2023-08-07 15:59:22.19416,"Ich wäre total stolz auf mich, weil ich einen Halbmarathon geschafft habe. Das würde mir insgesamt viel Selbstvertrauen geben und die Gewissheit, dass ich Ziele erreichen kann, wenn ich es nur will. ",change,Reason,General Reason,,2023-08-07 15:59:34.05697,"Das sind wunderbare Gedanken! Du scheinst eine klare Vorstellung davon zu haben, welchen positiven Einfluss diese Veränderung auf dein Leben haben könnte. Nun, um diese Verhaltensänderung zu unterstützen, wäre es hilfreich, kleine, realistische Schritte zu definieren. Was wäre der erste Schritt, den du machen könntest, um weniger zu prokrastinieren",gut/hilfreich,"Der Chatbot geht auf meine Ideen ein, lobt mich und lenkt meine Gedanken in die richtige Richtung. ",change,Reason,General Reason,"I would be totally proud of myself because I made a half marathon, which would give me a lot of self-confidence and the assurance that I can achieve goals if I just want to.","These are wonderful thoughts! You seem to have a clear idea of the positive impact this change could have on your life. Well, to support this change of behavior, it would be helpful to define small, realistic steps. What would be the first step you could take to make less procrastination?",0.0
58,59,3,8.0,2023-08-07 15:59:29.109746,Ich habe mich in letzer Zeit ungesund ernährt und möchte dieses Verhalten ändern um meine Gesundheit zu verbessern.,change,Reason,desire,,2023-08-07 15:59:32.247214,Wie wichtig ist dir diese Veränderung auf einer Skala von 0 (überhaupt nicht) bis 10 (sehr),,,change,Reason,desire,"In recent times, I have been feeding myself unhealthyly and I want to change this behavior to improve my health.",How important is this change on a scale from 0 (not at all) to 10 (very),0.0
59,60,3,7.0,2023-08-07 15:59:35.179007,"Ich möchte weniger Zucker essen und etwas abnehmen, damit die Hosen wieder besser passen.",change,Reason,desire,,2023-08-07 15:59:38.488209,Wie wichtig ist dir diese Veränderung auf einer Skala von 0 (überhaupt nicht) bis 10 (sehr),,,change,Reason,desire,I want to eat less sugar and lose some weight so that the pants fit better.,How important is this change on a scale from 0 (not at all) to 10 (very),0.0
60,61,5,6.0,2023-08-07 15:59:35.930099,"Es ist mir wichtig, aber ich kann mich trotzdem nicht aufraffen.",sustain,Reason,need,Digging Deep,2023-08-07 15:59:43.450156,"Du erkennst die Wichtigkeit der Veränderung, aber es fällt dir schwer, den ersten Schritt zu machen. Kannst du mir mehr über die Situationen erzählen, in denen du dich nicht aufraffen kannst",gut/hilfreich,,sustain,Reason,need,"It's important to me, but I still can't catch up.","You realize the importance of change, but it's hard for you to take the first step. Can you tell me more about the situations in which you can't get involved?",0.0
61,62,12,4.0,2023-08-07 15:59:41.191971,"Auf Grillfeiern Gemüse als Alternative essen, Verzicht auf Bier",change,Commitment,,Goodbye,2023-08-07 15:59:42.924575,"Vielen Dank für deine Offenheit in unserem Gespräch. 
                            Ich hoffe es hat dir dabei geholfen, deinem Ziel zumindest gedanklich etwas näher zu kommen.",,,change,Commitment,,"Eat vegetables as an alternative at barbecue parties, renounce beer",Thank you for your openness in our conversation. I hope it helped you at least to get a little closer to your goal.,0.0
62,63,8,5.0,2023-08-07 15:59:42.793154,"Das ist das schwierige, es muss einfach sein, keine komplizierte und teure Nahrung und es muss auch schmecken können. Sicher kann ich nie sein, ich muss rumprobieren.",change,Reason,need,,2023-08-07 15:59:53.505457,"Das ist eine großartige Einstellung. Es wird wahrscheinlich ein bisschen Rumprobieren erfordern, um herauszufinden, was für dich funktioniert. Aber vergiss nicht, du musst nicht perfekt sein. Jeder kleine Schritt zählt.

Hast du einen bestimmten Zeitplan im Kopf, wann du mit der Umsetzung beginnen möchtest",gut/hilfreich,"Passend zum Text und noch ein Hinweis, dass man nicht gleich große Schritte machen muss.",change,Reason,need,"This is the difficult thing, it has to be simple, not complicated and expensive food, and it must also taste good. I can never be sure, I have to try it out.","That's a great attitude. It will probably require a little rum to find out what works for you. But remember, you don't have to be perfect. Every small step counts. Do you have a specific schedule in mind when you want to start implementing it?",0.0
